,Unnamed: 0,ID,NAME,TYPE_ONE,TYPE_TWO,FAST_MOVE,FAST_MOVE_POWER,FAST_MOVE_TYPE,FAST_ENERGY_BOOST,FAST_MOVE_DURATION,CHARGE_MOVE,CHARGE_MOVE_POWER,CHARGED_MOVE_TYPE,CHARGE_MOVE_ENERGY_COST,CHARGE_MOVE_DURATION,DAMAGE WINDOW START
717,747,34,Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Sludge Wave,110.0,Poison,100.0,3.2,2.0
718,746,34,Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Earthquake,140.0,Ground,100.0,3.6,2.7
719,742,34,Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Earth Power,100.0,Ground,50.0,3.6,2.7
720,744,34,Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Sludge Wave,110.0,Poison,100.0,3.2,2.0
721,743,34,Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Sand Tomb,60.0,Ground,33.0,4.0,1.7
722,750,34,Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
723,745,34,Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Megahorn,110.0,Bug,100.0,2.2,1.7
724,751,34,Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Earthquake,140.0,Ground,100.0,3.6,2.7
725,756,34,Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Earth Power,100.0,Ground,50.0,3.6,2.7
726,753,34,Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Sand Tomb,60.0,Ground,33.0,4.0,1.7
727,754,34,Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Megahorn,110.0,Bug,100.0,2.2,1.7
728,755,34,Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Earth Power,100.0,Ground,50.0,3.6,2.7
729,740,34,Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Megahorn,110.0,Bug,100.0,2.2,1.7
730,757,34,Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Return,35.0,Normal,33.0,0.7,0.1
731,758,34,Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Return,35.0,Normal,33.0,0.7,0.1
732,759,34,Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Sand Tomb,60.0,Ground,33.0,4.0,1.7
733,760,34,Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Return,35.0,Normal,33.0,0.7,0.1
734,761,34,Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Megahorn,110.0,Bug,100.0,2.2,1.7
735,762,34,Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Earthquake,140.0,Ground,100.0,3.6,2.7
736,752,34,Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Sand Tomb,60.0,Ground,33.0,4.0,1.7
737,739,34,Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Sludge Wave,110.0,Poison,100.0,3.2,2.0
738,741,34,Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Earthquake,140.0,Ground,100.0,3.6,2.7
739,737,34,Shadow Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Sand Tomb,60.0,Ground,33.0,4.0,1.7
740,715,34,Shadow Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Frustration,10.0,Normal,33.0,2.0,1.0
741,716,34,Shadow Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Sludge Wave,110.0,Poison,100.0,3.2,2.0
742,717,34,Shadow Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Megahorn,110.0,Bug,100.0,2.2,1.7
743,718,34,Shadow Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Earth Power,100.0,Ground,50.0,3.6,2.7
744,738,34,Shadow Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Earth Power,100.0,Ground,50.0,3.6,2.7
745,720,34,Shadow Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Megahorn,110.0,Bug,100.0,2.2,1.7
746,721,34,Shadow Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
747,722,34,Shadow Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Sludge Wave,110.0,Poison,100.0,3.2,2.0
748,723,34,Shadow Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
749,724,34,Shadow Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Megahorn,110.0,Bug,100.0,2.2,1.7
750,725,34,Shadow Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
751,719,34,Shadow Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Earth Power,100.0,Ground,50.0,3.6,2.7
752,727,34,Shadow Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Megahorn,110.0,Bug,100.0,2.2,1.7
753,728,34,Shadow Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Earthquake,140.0,Ground,100.0,3.6,2.7
754,729,34,Shadow Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Earthquake,140.0,Ground,100.0,3.6,2.7
755,730,34,Shadow Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Earthquake,140.0,Ground,100.0,3.6,2.7
756,731,34,Shadow Nidoking,Poison,Ground,Double Kick,10.0,Fighting,13.0,1.0,Earth Power,100.0,Ground,50.0,3.6,2.7
757,732,34,Shadow Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Sludge Wave,110.0,Poison,100.0,3.2,2.0
758,733,34,Shadow Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Sand Tomb,60.0,Ground,33.0,4.0,1.7
759,734,34,Shadow Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Sand Tomb,60.0,Ground,33.0,4.0,1.7
760,735,34,Shadow Nidoking,Poison,Ground,Fury Cutter,3.0,Bug,6.0,0.4,Sand Tomb,60.0,Ground,33.0,4.0,1.7
761,736,34,Shadow Nidoking,Poison,Ground,Poison Jab,10.0,Poison,7.0,0.8,Sludge Wave,110.0,Poison,100.0,3.2,2.0
762,726,34,Shadow Nidoking,Poison,Ground,Iron Tail,15.0,Steel,7.0,1.1,Earthquake,140.0,Ground,100.0,3.6,2.7
763,768,35,Clefairy,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Moonblast,130.0,Fairy,100.0,3.9,2.2
764,767,35,Clefairy,Fairy,,Pound,7.0,Normal,6.0,0.6,Body Slam,50.0,Normal,33.0,1.9,1.2
765,766,35,Clefairy,Fairy,,Pound,7.0,Normal,6.0,0.6,Disarming Voice,70.0,Fairy,33.0,3.9,3.2
766,764,35,Clefairy,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Body Slam,50.0,Normal,33.0,1.9,1.2
767,763,35,Clefairy,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Disarming Voice,70.0,Fairy,33.0,3.9,3.2
768,765,35,Clefairy,Fairy,,Pound,7.0,Normal,6.0,0.6,Moonblast,130.0,Fairy,100.0,3.9,2.2
769,780,36,Clefable,Fairy,,Charm,20.0,Fairy,11.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
770,788,36,Clefable,Fairy,,Charge Beam,8.0,Electric,15.0,1.1,Psychic,90.0,Psychic,50.0,2.8,1.3
771,787,36,Clefable,Fairy,,Fairy Wind,9.0,Fairy,13.0,0.97,Moonblast,130.0,Fairy,100.0,3.9,2.2
772,785,36,Clefable,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Moonblast,130.0,Fairy,100.0,3.9,2.2
773,784,36,Clefable,Fairy,,Charge Beam,8.0,Electric,15.0,1.1,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
774,783,36,Clefable,Fairy,,Charm,20.0,Fairy,11.0,1.5,Moonblast,130.0,Fairy,100.0,3.9,2.2
775,782,36,Clefable,Fairy,,Pound,7.0,Normal,6.0,0.6,Meteor Mash,100.0,Steel,50.0,2.6,2.3
776,781,36,Clefable,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
777,779,36,Clefable,Fairy,,Fairy Wind,9.0,Fairy,13.0,0.97,Meteor Mash,100.0,Steel,50.0,2.6,2.3
778,786,36,Clefable,Fairy,,Charm,20.0,Fairy,11.0,1.5,Psychic,90.0,Psychic,50.0,2.8,1.3
779,777,36,Clefable,Fairy,,Charge Beam,8.0,Electric,15.0,1.1,Meteor Mash,100.0,Steel,50.0,2.6,2.3
780,778,36,Clefable,Fairy,,Charge Beam,8.0,Electric,15.0,1.1,Moonblast,130.0,Fairy,100.0,3.9,2.2
781,769,36,Clefable,Fairy,,Fairy Wind,9.0,Fairy,13.0,0.97,Psychic,90.0,Psychic,50.0,2.8,1.3
782,771,36,Clefable,Fairy,,Pound,7.0,Normal,6.0,0.6,Moonblast,130.0,Fairy,100.0,3.9,2.2
783,772,36,Clefable,Fairy,,Fairy Wind,9.0,Fairy,13.0,0.97,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
784,770,36,Clefable,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Psychic,90.0,Psychic,50.0,2.8,1.3
785,774,36,Clefable,Fairy,,Pound,7.0,Normal,6.0,0.6,Psychic,90.0,Psychic,50.0,2.8,1.3
786,775,36,Clefable,Fairy,,Charm,20.0,Fairy,11.0,1.5,Meteor Mash,100.0,Steel,50.0,2.6,2.3
787,776,36,Clefable,Fairy,,Pound,7.0,Normal,6.0,0.6,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
788,773,36,Clefable,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Meteor Mash,100.0,Steel,50.0,2.6,2.3
789,809,37,Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Weather Ball Ice,55.0,Ice,33.0,1.6,
790,814,37,Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Blizzard,130.0,Ice,100.0,3.1,1.5
791,810,37,Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Weather Ball Ice,55.0,Ice,33.0,1.6,
792,811,37,Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Blizzard,130.0,Ice,100.0,3.1,1.5
793,812,37,Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Ice Beam,90.0,Ice,50.0,3.3,1.3
794,813,37,Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Dark Pulse,80.0,Dark,50.0,3.0,1.4
795,815,37,Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Ice Beam,90.0,Ice,50.0,3.3,1.3
796,820,37,Shadow Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Blizzard,130.0,Ice,100.0,3.1,1.5
797,817,37,Shadow Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Weather Ball Ice,55.0,Ice,33.0,1.6,
798,818,37,Shadow Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Weather Ball Ice,55.0,Ice,33.0,1.6,
799,819,37,Shadow Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Dark Pulse,80.0,Dark,50.0,3.0,1.4
800,808,37,Shadow Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Weather Ball Fire,55.0,Fire,33.0,1.6,
801,821,37,Shadow Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Dark Pulse,80.0,Dark,50.0,3.0,1.4
802,823,37,Shadow Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Ice Beam,90.0,Ice,50.0,3.3,1.3
803,824,37,Shadow Alolan Vulpix,Ice,,Powder Snow,6.0,Ice,15.0,1.0,Blizzard,130.0,Ice,100.0,3.1,1.5
804,816,37,Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Dark Pulse,80.0,Dark,50.0,3.0,1.4
805,807,37,Shadow Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
806,822,37,Shadow Alolan Vulpix,Ice,,Zen Headbutt,12.0,Psychic,10.0,1.1,Ice Beam,90.0,Ice,50.0,3.3,1.3
807,805,37,Shadow Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
808,806,37,Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Body Slam,50.0,Normal,33.0,1.9,1.2
809,789,37,Shadow Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Charge,70.0,Fire,33.0,3.8,2.9
810,790,37,Shadow Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Weather Ball Fire,55.0,Fire,33.0,1.6,
811,791,37,Shadow Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
812,792,37,Shadow Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Flame Charge,70.0,Fire,33.0,3.8,2.9
813,794,37,Shadow Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Body Slam,50.0,Normal,33.0,1.9,1.2
814,795,37,Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Weather Ball Fire,55.0,Fire,33.0,1.6,
815,796,37,Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Body Slam,50.0,Normal,33.0,1.9,1.2
816,793,37,Shadow Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
817,798,37,Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Charge,70.0,Fire,33.0,3.8,2.9
818,799,37,Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
819,800,37,Shadow Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Body Slam,50.0,Normal,33.0,1.9,1.2
820,801,37,Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
821,802,37,Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Return,35.0,Normal,33.0,0.7,0.1
822,803,37,Vulpix,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
823,804,37,Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Weather Ball Fire,55.0,Fire,33.0,1.6,
824,797,37,Vulpix,Fire,,Quick Attack,8.0,Normal,10.0,0.8,Flame Charge,70.0,Fire,33.0,3.8,2.9
825,880,38,Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Weather Ball Ice,55.0,Ice,33.0,1.6,
826,886,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Weather Ball Fire,55.0,Fire,33.0,1.6,
827,885,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
828,884,38,Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Blizzard,130.0,Ice,100.0,3.1,1.5
829,883,38,Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
830,882,38,Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Blizzard,130.0,Ice,100.0,3.1,1.5
831,881,38,Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
832,879,38,Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Psyshock,65.0,Psychic,33.0,2.7,2.0
833,870,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
834,877,38,Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
835,876,38,Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Ice Beam,90.0,Ice,50.0,3.3,1.3
836,875,38,Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Psyshock,65.0,Psychic,33.0,2.7,2.0
837,874,38,Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
838,873,38,Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Ice Beam,90.0,Ice,50.0,3.3,1.3
839,872,38,Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Weather Ball Ice,55.0,Ice,33.0,1.6,
840,871,38,Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Weather Ball Ice,55.0,Ice,33.0,1.6,
841,887,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Return,35.0,Normal,33.0,0.7,0.1
842,869,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Fire Blast,140.0,Fire,100.0,4.2,3.1
843,878,38,Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
844,888,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Overheat,160.0,Fire,100.0,4.0,2.6
845,897,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Solar Beam,180.0,Grass,100.0,4.9,2.7
846,890,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Scorching Sands,95.0,Ground,50.0,3.2,1.6
847,868,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Weather Ball Fire,55.0,Fire,33.0,1.6,
848,907,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Psyshock,65.0,Psychic,33.0,2.7,2.0
849,908,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
850,906,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
851,905,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Solar Beam,180.0,Grass,100.0,4.9,2.7
852,904,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Psyshock,65.0,Psychic,33.0,2.7,2.0
853,903,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Heat Wave,95.0,Fire,100.0,3.0,1.7
854,902,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Weather Ball Fire,55.0,Fire,33.0,1.6,
855,889,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Return,35.0,Normal,33.0,0.7,0.1
856,901,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Heat Wave,95.0,Fire,100.0,3.0,1.7
857,899,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
858,898,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Scorching Sands,95.0,Ground,50.0,3.2,1.6
859,896,38,Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Solar Beam,180.0,Grass,100.0,4.9,2.7
860,895,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
861,894,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Heat Wave,95.0,Fire,100.0,3.0,1.7
862,893,38,Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
863,892,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Psyshock,65.0,Psychic,33.0,2.7,2.0
864,891,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
865,900,38,Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Scorching Sands,95.0,Ground,50.0,3.2,1.6
866,867,38,Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Blizzard,130.0,Ice,100.0,3.1,1.5
867,826,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Weather Ball Fire,55.0,Fire,33.0,1.6,
868,865,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
869,842,38,Shadow Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
870,841,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
871,840,38,Shadow Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
872,839,38,Shadow Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
873,838,38,Shadow Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Psyshock,65.0,Psychic,33.0,2.7,2.0
874,837,38,Shadow Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Weather Ball Ice,55.0,Ice,33.0,1.6,
875,836,38,Shadow Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Blizzard,130.0,Ice,100.0,3.1,1.5
876,835,38,Shadow Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
877,834,38,Shadow Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Ice Beam,90.0,Ice,50.0,3.3,1.3
878,833,38,Shadow Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Weather Ball Ice,55.0,Ice,33.0,1.6,
879,832,38,Shadow Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Blizzard,130.0,Ice,100.0,3.1,1.5
880,831,38,Shadow Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Blizzard,130.0,Ice,100.0,3.1,1.5
881,830,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Fire Blast,140.0,Fire,100.0,4.2,3.1
882,829,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
883,828,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Heat Wave,95.0,Fire,100.0,3.0,1.7
884,827,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Psyshock,65.0,Psychic,33.0,2.7,2.0
885,866,38,Shadow Alolan Ninetales,Ice,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Weather Ball Ice,55.0,Ice,33.0,1.6,
886,843,38,Shadow Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Ice Beam,90.0,Ice,50.0,3.3,1.3
887,844,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Heat Wave,95.0,Fire,100.0,3.0,1.7
888,825,38,Shadow Alolan Ninetales,Ice,Fairy,Charm,20.0,Fairy,11.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
889,846,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Psyshock,65.0,Psychic,33.0,2.7,2.0
890,845,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Solar Beam,180.0,Grass,100.0,4.9,2.7
891,864,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Weather Ball Fire,55.0,Fire,33.0,1.6,
892,863,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Weather Ball Fire,55.0,Fire,33.0,1.6,
893,862,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Overheat,160.0,Fire,100.0,4.0,2.6
894,861,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Psyshock,65.0,Psychic,33.0,2.7,2.0
895,860,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Heat Wave,95.0,Fire,100.0,3.0,1.7
896,859,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Scorching Sands,95.0,Ground,50.0,3.2,1.6
897,858,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
898,856,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
899,857,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
900,854,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Solar Beam,180.0,Grass,100.0,4.9,2.7
901,853,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
902,852,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
903,851,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Scorching Sands,95.0,Ground,50.0,3.2,1.6
904,850,38,Shadow Ninetales,Fire,,Fire Spin,14.0,Fire,10.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
905,849,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Scorching Sands,95.0,Ground,50.0,3.2,1.6
906,848,38,Shadow Ninetales,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
907,847,38,Shadow Alolan Ninetales,Ice,Fairy,Powder Snow,6.0,Ice,15.0,1.0,Psyshock,65.0,Psychic,33.0,2.7,2.0
908,855,38,Shadow Ninetales,Fire,,Feint Attack,10.0,Dark,9.0,0.9,Solar Beam,180.0,Grass,100.0,4.9,2.7
909,915,39,Jigglypuff,Normal,Fairy,Pound,7.0,Normal,6.0,0.6,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
910,918,39,Jigglypuff,Normal,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Body Slam,50.0,Normal,33.0,1.9,1.2
911,916,39,Jigglypuff,Normal,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Gyro Ball,80.0,Steel,50.0,3.3,3.0
