,Unnamed: 0,ID,NAME,TYPE_ONE,TYPE_TWO,FAST_MOVE,FAST_MOVE_POWER,FAST_MOVE_TYPE,FAST_ENERGY_BOOST,FAST_MOVE_DURATION,CHARGE_MOVE,CHARGE_MOVE_POWER,CHARGED_MOVE_TYPE,CHARGE_MOVE_ENERGY_COST,CHARGE_MOVE_DURATION,DAMAGE WINDOW START
1319,1307,58,Shadow Growlithe,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
1320,1304,58,Shadow Growlithe,Fire,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
1359,1357,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Wild Charge,90.0,Electric,50.0,2.6,1.7
1360,1336,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Bulldoze,80.0,Ground,50.0,3.5,2.6
1365,1331,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Scorching Sands,95.0,Ground,50.0,3.2,1.6
1366,1330,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
1367,1337,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Psychic Fangs,30.0,Psychic,33.0,1.2,0.4
1368,1329,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
1369,1327,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
1371,1325,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Scorching Sands,95.0,Ground,50.0,3.2,1.6
1372,1324,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Crunch,70.0,Dark,33.0,3.2,1.3
1373,1323,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
1374,1322,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Wild Charge,90.0,Electric,50.0,2.6,1.7
1375,1321,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Bulldoze,80.0,Ground,50.0,3.5,2.6
1376,1328,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Wild Charge,90.0,Electric,50.0,2.6,1.7
1377,1338,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Crunch,70.0,Dark,33.0,3.2,1.3
1378,1326,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Bulldoze,80.0,Ground,50.0,3.5,2.6
1379,1340,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Crunch,70.0,Dark,33.0,3.2,1.3
1380,1339,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Fire Blast,140.0,Fire,100.0,4.2,3.1
1381,1356,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Wild Charge,90.0,Electric,50.0,2.6,1.7
1382,1355,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Scorching Sands,95.0,Ground,50.0,3.2,1.6
1383,1354,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Bulldoze,80.0,Ground,50.0,3.5,2.6
1384,1353,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
1385,1351,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Fire Blast,140.0,Fire,100.0,4.2,3.1
1386,1350,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
1387,1349,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Flamethrower,70.0,Fire,50.0,2.2,1.5
1388,1352,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Psychic Fangs,30.0,Psychic,33.0,1.2,0.4
1389,1347,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
1390,1346,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
1391,1345,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
1392,1344,59,Shadow Arcanine,Fire,,Snarl,12.0,Dark,14.0,1.1,Scorching Sands,95.0,Ground,50.0,3.2,1.6
1393,1343,59,Shadow Arcanine,Fire,,Bite,6.0,Dark,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
1394,1342,59,Shadow Arcanine,Fire,,Thunder Fang,12.0,Electric,16.0,1.2,Psychic Fangs,30.0,Psychic,33.0,1.2,0.4
1396,1348,59,Shadow Arcanine,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Psychic Fangs,30.0,Psychic,33.0,1.2,0.4
1405,1400,60,Shadow Poliwag,Water,,Mud Shot,5.0,Ground,7.0,0.6,Mud Bomb,55.0,Ground,33.0,2.3,1.7
1406,1403,60,Shadow Poliwag,Water,,Mud Shot,5.0,Ground,7.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1407,1402,60,Shadow Poliwag,Water,,Bubble,12.0,Water,14.0,1.2,Mud Bomb,55.0,Ground,33.0,2.3,1.7
1408,1401,60,Shadow Poliwag,Water,,Mud Shot,5.0,Ground,7.0,0.6,Bubble Beam,45.0,Water,33.0,1.9,1.45
1409,1399,60,Shadow Poliwag,Water,,Bubble,12.0,Water,14.0,1.2,Body Slam,50.0,Normal,33.0,1.9,1.2
1410,1398,60,Shadow Poliwag,Water,,Bubble,12.0,Water,14.0,1.2,Bubble Beam,45.0,Water,33.0,1.9,1.45
1411,1397,60,Shadow Poliwag,Water,,Bubble,12.0,Water,14.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
1412,1404,60,Shadow Poliwag,Water,,Mud Shot,5.0,Ground,7.0,0.6,Body Slam,50.0,Normal,33.0,1.9,1.2
1423,1413,61,Shadow Poliwhirl,Water,,Bubble,12.0,Water,14.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
1424,1421,61,Shadow Poliwhirl,Water,,Mud Shot,5.0,Ground,7.0,0.6,Bubble Beam,45.0,Water,33.0,1.9,1.45
1425,1420,61,Shadow Poliwhirl,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
1426,1419,61,Shadow Poliwhirl,Water,,Bubble,12.0,Water,14.0,1.2,Mud Bomb,55.0,Ground,33.0,2.3,1.7
1427,1418,61,Shadow Poliwhirl,Water,,Mud Shot,5.0,Ground,7.0,0.6,Mud Bomb,55.0,Ground,33.0,2.3,1.7
1428,1417,61,Shadow Poliwhirl,Water,,Mud Shot,5.0,Ground,7.0,0.6,Scald,80.0,Water,50.0,3.7,1.3
1429,1416,61,Shadow Poliwhirl,Water,,Bubble,12.0,Water,14.0,1.2,Scald,80.0,Water,50.0,3.7,1.3
1430,1415,61,Shadow Poliwhirl,Water,,Bubble,12.0,Water,14.0,1.2,Bubble Beam,45.0,Water,33.0,1.9,1.45
1431,1414,61,Shadow Poliwhirl,Water,,Mud Shot,5.0,Ground,7.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1432,1422,61,Shadow Poliwhirl,Water,,Mud Shot,5.0,Ground,7.0,0.6,Water Pulse,70.0,Water,50.0,3.2,2.2
1461,1459,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Power-Up Punch,50.0,Fighting,33.0,2.0,1.7
1463,1433,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Scald,80.0,Water,50.0,3.7,1.3
1464,1434,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Submission,60.0,Fighting,50.0,2.2,1.8
1465,1435,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1466,1436,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Power-Up Punch,50.0,Fighting,33.0,2.0,1.7
1467,1437,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Scald,80.0,Water,50.0,3.7,1.3
1468,1438,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Icy Wind,60.0,Ice,33.0,3.3,2.0
1469,1439,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Icy Wind,60.0,Ice,33.0,3.3,2.0
1470,1440,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1471,1441,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
1473,1444,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Hydro Pump,130.0,Water,100.0,3.3,0.9
1474,1445,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Frustration,10.0,Normal,33.0,2.0,1.0
1476,1447,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Ice Punch,50.0,Ice,33.0,1.9,1.3
1478,1457,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Hydro Pump,130.0,Water,100.0,3.3,0.9
1479,1456,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Power-Up Punch,50.0,Fighting,33.0,2.0,1.7
1480,1455,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Submission,60.0,Fighting,50.0,2.2,1.8
1481,1446,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1482,1453,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Ice Punch,50.0,Ice,33.0,1.9,1.3
1483,1454,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Scald,80.0,Water,50.0,3.7,1.3
1484,1451,62,Shadow Poliwrath,Water,Fighting,Rock Smash,15.0,Fighting,10.0,1.3,Hydro Pump,130.0,Water,100.0,3.3,0.9
1485,1450,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Submission,60.0,Fighting,50.0,2.2,1.8
1486,1449,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Ice Punch,50.0,Ice,33.0,1.9,1.3
1487,1448,62,Shadow Poliwrath,Water,Fighting,Mud Shot,5.0,Ground,7.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1488,1452,62,Shadow Poliwrath,Water,Fighting,Bubble,12.0,Water,14.0,1.2,Icy Wind,60.0,Ice,33.0,3.3,2.0
1497,1495,63,Shadow Abra,Psychic,,Zen Headbutt,12.0,Psychic,10.0,1.1,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1498,1494,63,Shadow Abra,Psychic,,Zen Headbutt,12.0,Psychic,10.0,1.1,Signal Beam,75.0,Bug,50.0,2.9,1.8
1499,1493,63,Shadow Abra,Psychic,,Charge Beam,8.0,Electric,15.0,1.1,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1500,1492,63,Shadow Abra,Psychic,,Charge Beam,8.0,Electric,15.0,1.1,Psyshock,65.0,Psychic,33.0,2.7,2.0
1501,1491,63,Shadow Abra,Psychic,,Zen Headbutt,12.0,Psychic,10.0,1.1,Psyshock,65.0,Psychic,33.0,2.7,2.0
1502,1490,63,Shadow Abra,Psychic,,Charge Beam,8.0,Electric,15.0,1.1,Signal Beam,75.0,Bug,50.0,2.9,1.8
1503,1489,63,Shadow Abra,Psychic,,Charge Beam,8.0,Electric,15.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
1504,1496,63,Shadow Abra,Psychic,,Zen Headbutt,12.0,Psychic,10.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
1513,1511,64,Shadow Kadabra,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
1514,1510,64,Shadow Kadabra,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1515,1509,64,Shadow Kadabra,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1516,1508,64,Shadow Kadabra,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Psybeam,70.0,Psychic,50.0,3.2,1.3
1517,1507,64,Shadow Kadabra,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Psybeam,70.0,Psychic,50.0,3.2,1.3
1518,1506,64,Shadow Kadabra,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1519,1505,64,Shadow Kadabra,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
1520,1512,64,Shadow Kadabra,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Frustration,10.0,Normal,33.0,2.0,1.0
1542,1527,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
1543,1540,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Focus Blast,140.0,Fighting,100.0,3.5,3.0
1544,1521,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1545,1522,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1546,1523,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
1547,1524,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Frustration,10.0,Normal,33.0,2.0,1.0
1548,1526,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Focus Blast,140.0,Fighting,100.0,3.5,3.0
1549,1541,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
1550,1528,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1551,1529,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Future Sight,120.0,Psychic,100.0,2.7,1.4
1552,1530,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
1553,1525,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Focus Blast,140.0,Fighting,100.0,3.5,3.0
1554,1532,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
1555,1533,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Psychic,90.0,Psychic,50.0,2.8,1.3
1556,1534,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Psychic,90.0,Psychic,50.0,2.8,1.3
1557,1535,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Future Sight,120.0,Psychic,100.0,2.7,1.4
1558,1536,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Fire Punch,55.0,Fire,33.0,2.2,1.5
1559,1537,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Fire Punch,55.0,Fire,33.0,2.2,1.5
1560,1538,65,Shadow Alakazam,Psychic,,Counter,12.0,Fighting,8.0,0.9,Psychic,90.0,Psychic,50.0,2.8,1.3
1561,1539,65,Shadow Alakazam,Psychic,,Confusion,20.0,Psychic,15.0,1.6,Future Sight,120.0,Psychic,100.0,2.7,1.4
1562,1531,65,Shadow Alakazam,Psychic,,Psycho Cut,5.0,Psychic,8.0,0.6,Fire Punch,55.0,Fire,33.0,2.2,1.5
1575,1569,66,Shadow Machop,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Brick Break,40.0,Fighting,33.0,1.6,0.8
1576,1573,66,Shadow Machop,Fighting,,Rock Smash,15.0,Fighting,10.0,1.3,Low Sweep,40.0,Fighting,33.0,1.9,1.3
1577,1574,66,Shadow Machop,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Low Sweep,40.0,Fighting,33.0,1.9,1.3
1578,1564,66,Shadow Machop,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1579,1565,66,Shadow Machop,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
1580,1566,66,Shadow Machop,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Low Sweep,40.0,Fighting,33.0,1.9,1.3
1581,1567,66,Shadow Machop,Fighting,,Rock Smash,15.0,Fighting,10.0,1.3,Brick Break,40.0,Fighting,33.0,1.6,0.8
1582,1563,66,Shadow Machop,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1583,1570,66,Shadow Machop,Fighting,,Rock Smash,15.0,Fighting,10.0,1.3,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1584,1571,66,Shadow Machop,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Brick Break,40.0,Fighting,33.0,1.6,0.8
1585,1572,66,Shadow Machop,Fighting,,Rock Smash,15.0,Fighting,10.0,1.3,Frustration,10.0,Normal,33.0,2.0,1.0
1586,1568,66,Shadow Machop,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1597,1587,67,Shadow Machoke,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Submission,60.0,Fighting,50.0,2.2,1.8
1598,1595,67,Shadow Machoke,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1599,1594,67,Shadow Machoke,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1600,1593,67,Shadow Machoke,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Submission,60.0,Fighting,50.0,2.2,1.8
1601,1592,67,Shadow Machoke,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1602,1591,67,Shadow Machoke,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Brick Break,40.0,Fighting,33.0,1.6,0.8
1603,1590,67,Shadow Machoke,Fighting,,Low Kick,6.0,Fighting,6.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1604,1589,67,Shadow Machoke,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
1605,1588,67,Shadow Machoke,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Brick Break,40.0,Fighting,33.0,1.6,0.8
1606,1596,67,Shadow Machoke,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1612,1637,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Submission,60.0,Fighting,50.0,2.2,1.8
1615,1634,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
1631,1632,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Submission,60.0,Fighting,50.0,2.2,1.8
1633,1630,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
1634,1631,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Rock Slide,80.0,Rock,50.0,2.7,1.5
1635,1607,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Close Combat,100.0,Fighting,100.0,2.3,1.0
1636,1608,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
1637,1609,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Close Combat,100.0,Fighting,100.0,2.3,1.0
1638,1610,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Stone Edge,100.0,Rock,100.0,2.3,0.7
1639,1611,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Heavy Slam,70.0,Steel,50.0,2.1,1.5
1640,1612,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Rock Slide,80.0,Rock,50.0,2.7,1.5
1641,1613,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1642,1615,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Payback,100.0,Dark,100.0,2.2,1.1
1643,1616,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Close Combat,100.0,Fighting,100.0,2.3,1.0
1644,1617,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1645,1614,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Payback,100.0,Dark,100.0,2.2,1.1
1646,1619,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1647,1629,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Submission,60.0,Fighting,50.0,2.2,1.8
1648,1628,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1650,1626,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Rock Slide,80.0,Rock,50.0,2.7,1.5
1651,1625,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Payback,100.0,Dark,100.0,2.2,1.1
1652,1627,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Heavy Slam,70.0,Steel,50.0,2.1,1.5
1653,1623,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Stone Edge,100.0,Rock,100.0,2.3,0.7
1654,1622,68,Shadow Machamp,Fighting,,Counter,12.0,Fighting,8.0,0.9,Cross Chop,50.0,Fighting,50.0,1.5,0.8
1655,1621,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Heavy Slam,70.0,Steel,50.0,2.1,1.5
1656,1620,68,Shadow Machamp,Fighting,,Bullet Punch,9.0,Steel,10.0,0.9,Stone Edge,100.0,Rock,100.0,2.3,0.7
1657,1624,68,Shadow Machamp,Fighting,,Karate Chop,8.0,Fighting,10.0,0.8,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
1666,1658,69,Shadow Bellsprout,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Wrap,60.0,Normal,33.0,2.9,2.05
1667,1664,69,Shadow Bellsprout,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Wrap,60.0,Normal,33.0,2.9,2.05
1668,1663,69,Shadow Bellsprout,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
1669,1662,69,Shadow Bellsprout,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
1670,1661,69,Shadow Bellsprout,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
1671,1660,69,Shadow Bellsprout,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
1672,1659,69,Shadow Bellsprout,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Power Whip,90.0,Grass,50.0,2.6,1.25
1673,1665,69,Shadow Bellsprout,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Power Whip,90.0,Grass,50.0,2.6,1.25
1674,1688,70,Shadow Weepinbell,Grass,Poison,Bullet Seed,8.0,Grass,14.0,1.1,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
1675,1689,70,Shadow Weepinbell,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Power Whip,90.0,Grass,50.0,2.6,1.25
1676,1690,70,Shadow Weepinbell,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Seed Bomb,55.0,Grass,33.0,2.1,1.2
1677,1692,70,Shadow Weepinbell,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
1678,1696,70,Shadow Weepinbell,Grass,Poison,Bullet Seed,8.0,Grass,14.0,1.1,Seed Bomb,55.0,Grass,33.0,2.1,1.2
1679,1694,70,Shadow Weepinbell,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
1680,1695,70,Shadow Weepinbell,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
1681,1697,70,Shadow Weepinbell,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Power Whip,90.0,Grass,50.0,2.6,1.25
1682,1687,70,Shadow Weepinbell,Grass,Poison,Bullet Seed,8.0,Grass,14.0,1.1,Power Whip,90.0,Grass,50.0,2.6,1.25
1683,1693,70,Shadow Weepinbell,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Seed Bomb,55.0,Grass,33.0,2.1,1.2
1684,1686,70,Shadow Weepinbell,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
1685,1691,70,Shadow Weepinbell,Grass,Poison,Bullet Seed,8.0,Grass,14.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
1698,1721,71,Shadow Victreebel,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Acid Spray,20.0,Poison,50.0,3.0,2.1
1699,1711,71,Shadow Victreebel,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Leaf Blade,70.0,Grass,33.0,2.4,1.25
1700,1720,71,Shadow Victreebel,Grass,Poison,Acid,9.0,Poison,8.0,0.8,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
1701,1719,71,Shadow Victreebel,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Solar Beam,180.0,Grass,100.0,4.9,2.7
1702,1718,71,Shadow Victreebel,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
